"","Estimate","Std. Error","t value","FDR","bcpid"
"bcpIDd1C5SALT_A",-0.0332641386773098,0.00759655901122759,-4.37884292455913,0.0000144954199534185,"bcpIDd1C5SALT_A"
"bcpIDd1C5SALT_B",-0.0054681974766806,0.00658715204720535,-0.830130751118843,0.406854801944274,"bcpIDd1C5SALT_B"
"bcpIDd1C7SALT_A",0.00665548737597032,0.014723454391548,0.452033007946213,0.651438149570634,"bcpIDd1C7SALT_A"
"bcpIDd1C7SALT_B",-0.00322658156591438,0.0131567928879564,-0.245240735595068,0.806369074697527,"bcpIDd1C7SALT_B"
"bcpIDd1C9SALT_A",-0.00427435338369295,0.00998634772881834,-0.42801968244688,0.66881818855406,"bcpIDd1C9SALT_A"
"bcpIDd1C9SALT_B",-0.0285722032103324,0.00817828485546728,-3.49366691369665,0.00051805149140733,"bcpIDd1C9SALT_B"
"bcpIDd1D10SALT_A",0.0157890632053898,0.00672872826386415,2.3465152085548,0.0193331803037572,"bcpIDd1D10SALT_A"
"bcpIDd1D10SALT_B",0.0335201181294195,0.0151325064151196,2.21510681772638,0.0271955548284799,"bcpIDd1D10SALT_B"
"bcpIDd1D11SALT_A",0.01366980682355,0.00574833940172294,2.37804448697875,0.017773644645148,"bcpIDd1D11SALT_A"
"bcpIDd1D11SALT_B",-0.025699487871577,0.00840250412721248,-3.05855105602939,0.00234144056183531,"bcpIDd1D11SALT_B"
"bcpIDd1D1SALT_A",-0.00319124202167565,0.0212486540360339,-0.150185607816094,0.880677791199624,"bcpIDd1D1SALT_A"
"bcpIDd1D3SALT_A",-0.0114858621252873,0.0122216862171998,-0.93979357031136,0.347770096268154,"bcpIDd1D3SALT_A"
"bcpIDd1D3SALT_B",-0.0487287839042257,0.0149351465012863,-3.26269205996933,0.00117782364772898,"bcpIDd1D3SALT_B"
"bcpIDd1D5SALT_A",-0.0273272347378324,0.010550784241416,-2.59006668249002,0.00987123153482681,"bcpIDd1D5SALT_A"
"bcpIDd1D9SALT_B",0.113100232926211,0.075424181984427,1.49952216849449,0.134359406232489,"bcpIDd1D9SALT_B"
"bcpIDd1E10SALT_A",0.000504671903913427,0.00854223713853242,0.0590795942244389,0.952911944508491,"bcpIDd1E10SALT_A"
"bcpIDd1E10SALT_B",-0.0173563018524252,0.00901246577947246,-1.92581056917379,0.054685801356401,"bcpIDd1E10SALT_B"
"bcpIDd1E11SALT_A",0.0114523327705264,0.006970181002951,1.64304668209876,0.100992042807358,"bcpIDd1E11SALT_A"
"bcpIDd1E11SALT_B",-0.00984108652360911,0.00621849499078548,-1.58255117004863,0.114146147194795,"bcpIDd1E11SALT_B"
"bcpIDd1E3SALT_A",0.0162403412730424,0.0100125857074537,1.62199273469914,0.105425332973871,"bcpIDd1E3SALT_A"
